id,set,label
51334,train,0
51335,train,0
51336,train,2
51337,train,0
51338,test,0
51339,train,0
51340,test,3
51341,train,0
51342,train,3
51343,train,2
51344,test,3
51345,test,2
51346,test,0
51347,test,3
51348,train,3
51349,test,3
51350,train,0
51351,train,0
51352,test,0
51353,train,3
51354,train,2
51355,test,0
51356,train,0
51357,train,3
51358,test,0
51359,train,2
51360,train,3
51361,train,3
51362,test,3
51363,train,0
51364,train,0
51365,test,0
51366,train,0
51367,train,0
51368,train,0
51369,test,2
51370,test,2
51371,train,0
51372,test,0
51373,train,3
51374,test,0
51375,train,0
51376,test,0
51377,train,0
51378,train,3
51379,train,0
51380,train,0
51381,train,0
51382,train,0
51383,train,2
51384,train,0
51385,train,0
51386,test,0
51387,train,3
51388,train,0
51389,train,2
51390,train,3
51391,train,3
51392,train,3
51393,train,0
51394,test,0
51395,train,0
51396,train,0
51397,train,2
51398,train,2
51399,train,3
51400,train,0
51401,train,2
51402,train,3
51403,train,2
51404,train,0
51405,train,0
51406,train,1
51407,train,2
51408,train,0
51409,test,0
51410,test,0
51411,train,0
51412,test,0
51413,test,0
51414,train,3
51415,train,3
51416,train,0
51417,train,0
51418,test,1
51419,train,3
51420,train,0
51421,train,0
51422,train,0
51423,train,0
51424,train,1
51425,train,3
51426,test,0
51427,train,0
51428,train,0
51429,train,2
51430,train,2
51431,train,0
51432,train,0
51433,train,2
51434,train,3
51435,train,3
51436,train,3
51437,train,3
51438,train,0
51439,train,0
51440,train,0
51441,test,2
51442,train,0
51443,train,3
51444,train,0
51445,train,0
51446,train,0
51447,train,3
51448,train,2
51449,train,0
51450,train,0
51451,train,0
51452,train,1
51453,train,0
51454,train,3
51455,train,0
51456,train,2
51457,train,0
51458,test,0
51459,train,3
51460,train,3
51461,train,0
51462,train,2
51463,train,0
51464,train,0
51465,train,1
51466,train,0
51467,test,3
51468,train,0
51469,train,0
51470,test,0
51471,train,3
51472,train,0
51473,test,0
51474,train,2
51475,test,0
51476,train,2
51477,train,0
51478,train,0
51479,train,3
51480,train,0
51481,train,0
51482,train,3
51483,train,3
51484,test,0
51485,train,1
51486,train,0
51487,train,3
51488,train,0
51489,train,2
51490,test,3
51491,train,1
51492,train,3
51493,train,0
51494,train,0
51495,train,3
51496,train,3
51497,train,2
51498,train,1
51499,train,0
51500,train,0
51501,train,0
51502,test,3
51503,train,0
51504,train,0
51505,train,0
51506,train,0
51507,train,0
51508,train,0
51509,train,2
51510,train,3
51511,train,0
51512,test,3
51513,train,0
51514,train,0
51515,test,0
51516,train,0
51517,train,0
51518,test,0
51519,test,0
51520,test,2
51521,train,0
51522,train,0
51523,test,0
51524,train,3
51525,train,0
51526,train,0
51527,train,0
51528,test,0
51529,train,0
51530,train,3
51531,train,0
51532,train,0
51533,train,0
51534,test,0
51535,train,2
51536,test,3
51537,train,0
51538,train,0
51539,train,2
51540,train,0
51541,test,0
51542,train,0
51543,train,0
51544,test,0
51545,train,3
51546,train,0
51547,train,3
51548,train,0
51549,train,0
51550,train,0
51551,train,0
51552,train,0
51553,test,0
51554,train,0
51555,train,1
51556,train,3
51557,train,0
51558,train,0
51559,train,0
51560,train,0
51561,train,3
51562,train,0
51563,train,0
51564,train,0
51565,train,0
51566,train,0
51567,train,0
51568,train,0
51569,train,3
51570,train,0
51571,train,0
51572,train,3
51573,train,0
51574,test,0
51575,train,2
51576,test,1
51577,train,1
51578,train,0
51579,test,0
51580,train,0
51581,train,3
51582,train,0
51583,train,0
51584,train,0
51585,train,0
51586,train,2
51587,train,0
51588,train,0
51589,train,3
51590,train,0
51591,train,2
51592,train,0
51593,test,0
51594,train,1
51595,train,3
51596,train,3
51597,train,0
51598,train,1
51599,train,3
51600,test,0
51601,test,0
51602,train,0
51603,train,0
51604,train,0
51605,train,0
51606,train,0
51607,train,2
51608,train,0
51609,train,3
51610,test,0
51611,train,0
51612,test,0
51613,train,0
51614,test,3
51615,train,0
51616,train,1
51617,train,0
51618,train,0
51619,train,0
51620,train,0
51621,test,0
51622,train,0
51623,train,0
51624,train,3
51625,test,0
51626,train,0
51627,train,0
51628,train,0
51629,test,0
51630,train,0
51631,train,2
51632,train,0
51633,train,0
51634,train,0
51635,train,0
51636,train,0
51637,train,0
51638,test,2
51639,test,0
51640,train,0
51641,train,0
51642,train,0
51643,test,3
51644,train,2
51645,train,3
51646,train,0
51647,train,1
51648,train,3
51649,test,0
51650,test,0
51651,test,0
51652,train,0
51653,train,0
51654,train,0
51655,train,2
51656,train,0
51657,train,0
51658,train,1
51659,train,0
51660,train,0
51661,train,2
51662,train,0
51663,train,0
51664,test,0
51665,test,0
51666,train,3
51667,train,0
51668,test,0
51669,train,0
51670,train,0
51671,train,0
51672,train,0
51673,train,0
51674,train,0
51675,train,0
51676,train,0
51677,train,2
51678,train,0
51679,train,0
51680,train,0
51681,train,3
51682,test,2
51683,train,0
51684,test,0
51685,train,0
51686,test,3
51687,test,0
51688,train,0
51689,train,0
51690,train,0
51691,train,0
51692,train,0
51693,train,0
51694,train,2
51695,train,3
51696,train,0
51697,train,0
51698,train,0
51699,train,0
51700,train,3
51701,train,0
51702,train,0
51703,train,0
51704,train,0
51705,test,0
51706,train,1
51707,train,0
51708,train,0
51709,train,2
51710,train,0
51711,train,3
51712,train,0
51713,test,0
51714,test,0
51715,train,0
51716,train,0
51717,test,3
51718,train,0
51719,train,3
51720,test,0
51721,train,0
51722,train,1
51723,train,1
51724,train,3
51725,train,2
51726,train,0
51727,train,1
51728,train,0
51729,test,3
51730,train,3
51731,train,0
51732,train,0
51733,train,0
51734,train,0
51735,train,3
51736,train,0
51737,train,3
51738,train,0
51739,train,0
51740,train,0
51741,train,1
51742,test,0
51743,train,3
51744,train,0
51745,train,2
51746,train,0
51747,train,0
51748,train,0
51749,train,0
51750,train,0
51751,train,0
51752,train,0
51753,train,3
51754,train,0
51755,train,0
51756,train,2
51757,train,0
51758,train,0
51759,train,3
51760,train,0
51761,train,2
51762,train,0
51763,train,3
51764,train,0
51765,train,0
51766,test,3
51767,train,3
51768,test,0
51769,train,0
51770,train,3
51771,train,0
51772,train,0
51773,train,0
51774,train,0
51775,train,0
51776,train,0
51777,train,0
51778,train,0
51779,train,0
51780,train,0
51781,train,3
51782,train,2
51783,train,0
51784,train,0
51785,train,0
51786,train,2
51787,train,3
51788,train,0
51789,train,0
51790,train,0
51791,test,3
51792,train,3
51793,train,0
51794,train,0
51795,train,0
51796,train,0
51797,train,1
51798,test,3
51799,train,0
51800,test,0
51801,train,3
51802,train,2
51803,train,0
51804,train,0
51805,train,0
51806,test,0
51807,train,0
51808,test,0
51809,test,3
51810,train,0
51811,train,0
51812,train,2
51813,train,0
51814,train,1
51815,test,1
51816,test,0
51817,train,0
51818,train,0
51819,train,0
51820,train,0
51821,train,3
51822,train,3
51823,test,2
51824,train,0
51825,test,0
51826,train,0
51827,train,3
51828,test,2
51829,train,3
51830,test,3
51831,train,0
51832,train,0
51833,train,3
51834,test,2
51835,train,0
51836,train,0
51837,train,0
51838,train,0
51839,test,0
51840,test,0
51841,train,0
51842,train,0
51843,train,0
51844,train,1
51845,train,0
51846,train,0
51847,test,0
51848,train,0
51849,train,0
51850,train,0
51851,train,0
51852,test,0
51853,train,0
51854,train,0
51855,train,0
51856,train,3
51857,train,0
51858,train,3
51859,test,0
51860,train,0
51861,train,3
51862,train,0
51863,test,2
51864,train,2
51865,train,0
51866,train,1
51867,train,0
51868,train,0
51869,test,0
51870,test,0
51871,train,0
51872,train,0
51873,train,0
51874,train,0
51875,train,0
51876,train,3
51877,train,3
51878,test,0
51879,train,0
51880,train,3
51881,train,3
51882,train,0
51883,train,0
51884,test,0
51885,train,0
51886,train,3
51887,train,2
51888,train,0
51889,train,0
51890,train,3
51891,train,2
51892,test,0
51893,train,3
51894,test,0
51895,train,3
51896,train,0
51897,train,0
51898,train,3
51899,test,0
51900,train,2
51901,train,0
51902,train,3
51903,train,0
51904,train,0
51905,train,0
51906,train,0
51907,train,0
51908,train,3
51909,test,0
51910,train,2
51911,test,0
51912,train,0
51913,test,0
51914,train,0
51915,train,0
51916,train,0
51917,train,0
51918,train,0
51919,train,0
51920,test,0
51921,train,0
51922,test,0
51923,train,1
51924,train,3
51925,train,2
51926,train,0
51927,train,3
51928,train,0
51929,train,0
51930,train,2
51931,train,2
51932,train,0
51933,train,3
51934,train,0
51935,train,0
51936,train,0
51937,train,0
51938,test,3
51939,train,3
51940,train,0
51941,test,0
51942,train,2
51943,train,0
51944,train,0
51945,train,0
51946,test,0
51947,train,2
51948,train,0
51949,test,2
51950,train,1
51951,test,0
51952,train,0
51953,train,0
51954,train,0
51955,test,0
51956,train,0
51957,train,3
51958,train,0
51959,train,0
51960,train,2
51961,train,2
51962,train,0
51963,train,0
51964,test,0
51965,test,2
51966,train,0
51967,test,2
51968,test,2
51969,train,0
51970,train,2
51971,test,0
51972,train,0
51973,test,0
51974,test,0
51975,train,0
51976,train,0
51977,train,2
51978,train,3
51979,train,1
51980,train,0
51981,train,0
51982,train,0
51983,train,0
51984,train,0
51985,train,0
51986,train,2
51987,train,3
51988,train,0
51989,train,0
51990,train,0
51991,train,0
51992,test,0
51993,test,0
51994,test,0
51995,train,0
51996,train,2
51997,test,0
51998,train,0
51999,train,2
52000,test,0
52001,train,0
52002,train,0
52003,train,0
52004,train,0
52005,train,3
52006,train,3
52007,train,3
52008,test,0
52009,train,0
52010,train,3
52011,train,0
52012,test,2
52013,train,2
52014,train,0
52015,train,3
52016,train,0
52017,train,0
52018,train,0
52019,train,0
52020,train,0
52021,train,0
52022,train,0
52023,test,0
52024,train,0
52025,train,0
52026,train,0
52027,test,0
52028,train,2
52029,train,0
52030,train,0
52031,train,3
52032,train,0
52033,train,0
52034,train,0
52035,train,0
52036,train,0
52037,test,2
52038,train,0
52039,train,0
52040,train,3
52041,train,0
52042,train,0
52043,test,0
52044,train,3
52045,test,0
52046,train,3
52047,train,3
52048,train,0
52049,train,0
52050,train,0
52051,train,3
52052,train,0
52053,train,0
52054,train,0
52055,train,2
52056,train,3
52057,train,1
52058,train,3
52059,train,0
52060,train,0
52061,train,0
52062,train,0
52063,train,0
52064,train,0
52065,train,0
52066,train,0
52067,train,0
52068,train,0
52069,train,0
52070,test,0
52071,train,0
52072,train,2
52073,train,3
52074,test,0
52075,train,0
52076,test,0
52077,test,0
52078,train,0
52079,train,2
52080,train,0
52081,train,2
52082,train,3
52083,test,0
52084,train,0
52085,train,0
52086,train,0
52087,train,0
52088,train,2
52089,train,2
52090,train,1
52091,train,2
52092,train,1
52093,train,0
52094,test,0
52095,train,0
52096,train,0
52097,train,2
52098,train,3
52099,train,2
52100,train,3
52101,train,0
52102,train,0
52103,train,3
52104,train,0
52105,train,3
52106,train,3
52107,train,2
52108,train,0
52109,train,0
52110,train,0
52111,train,0
52112,train,3
52113,test,0
52114,train,0
52115,train,0
52116,test,0
52117,train,0
52118,train,1
52119,train,0
52120,train,0
52121,train,0
52122,test,3
52123,train,0
52124,train,0
52125,test,0
52126,train,0
52127,test,2
52128,test,0
52129,test,2
52130,train,0
52131,train,0
52132,train,3
52133,train,0
52134,train,0
52135,train,2
52136,train,0
52137,train,3
52138,test,2
52139,train,0
52140,test,0
52141,train,3
52142,train,0
52143,train,0
52144,train,0
52145,train,0
52146,test,1
52147,train,0
52148,train,0
52149,train,0
52150,test,2
52151,train,0
52152,test,0
52153,train,0
52154,train,0
52155,train,2
52156,train,0
52157,train,0
52158,train,0
52159,train,0
52160,train,0
52161,train,2
52162,test,0
52163,train,0
52164,train,0
52165,train,0
52166,train,0
52167,train,0
52168,train,0
52169,train,0
52170,train,0
52171,train,0
52172,train,0
52173,train,0
52174,train,0
52175,train,0
52176,train,2
52177,train,0
52178,test,1
52179,train,0
52180,train,0
52181,test,2
52182,train,2
52183,train,0
52184,train,3
52185,train,0
52186,train,1
52187,train,0
52188,train,1
52189,test,3
52190,train,0
52191,test,1
52192,train,0
52193,test,0
52194,test,2
52195,test,0
52196,train,3
52197,train,3
52198,test,1
52199,test,0
52200,train,0
52201,train,1
52202,test,0
52203,train,0
52204,test,0
52205,train,0
52206,train,0
52207,train,3
52208,train,0
52209,train,0
52210,train,0
52211,test,0
52212,test,0
52213,train,3
52214,train,0
52215,train,0
52216,test,0
52217,train,0
52218,train,0
52219,train,3
52220,train,2
52221,train,1
52222,train,0
52223,train,0
52224,train,0
52225,test,2
52226,train,0
52227,train,0
52228,test,3
52229,train,0
52230,test,2
52231,test,0
52232,test,3
52233,test,0
52234,train,3
52235,train,1
52236,test,3
52237,train,0
52238,train,2
52239,train,0
52240,train,3
52241,train,0
52242,train,0
52243,train,0
52244,train,2
52245,train,0
52246,train,0
52247,train,0
52248,train,0
52249,train,0
52250,train,3
52251,test,0
52252,train,2
52253,train,0
52254,test,2
52255,train,1
52256,train,0
52257,test,0
52258,test,0
52259,train,2
52260,train,3
52261,train,0
52262,train,0
52263,train,3
52264,train,3
52265,train,3
52266,train,0
52267,train,3
52268,train,0
52269,train,0
52270,train,0
52271,train,0
52272,test,0
52273,train,0
52274,test,0
52275,train,0
52276,train,2
52277,train,1
52278,train,0
52279,train,0
52280,train,0
52281,test,0
52282,train,0
52283,train,2
52284,train,0
52285,train,0
52286,test,0
52287,train,3
52288,train,0
52289,train,0
52290,test,0
52291,train,0
52292,train,2
52293,train,0
52294,train,0
52295,train,0
52296,train,0
52297,train,0
52298,train,0
52299,train,3
52300,train,0
52301,train,0
52302,train,3
52303,train,3
52304,train,3
52305,train,0
52306,train,0
52307,train,0
52308,train,2
52309,train,0
52310,train,3
52311,train,0
52312,train,2
52313,test,0
52314,train,0
52315,train,0
52316,train,0
52317,train,0
52318,train,0
52319,train,0
52320,train,0
52321,test,0
52322,train,0
52323,test,0
52324,train,0
52325,test,0
52326,train,3
52327,train,1
52328,test,3
52329,train,3
52330,train,0
52331,train,0
52332,train,0
52333,test,0
52334,train,0
52335,train,3
52336,train,0
52337,train,0
52338,train,0
52339,train,0
52340,train,2
52341,train,2
52342,test,0
52343,train,0
52344,train,0
52345,test,0
52346,train,0
52347,train,3
52348,train,0
52349,train,0
52350,train,0
52351,train,0
52352,train,0
52353,train,2
52354,train,0
52355,train,0
52356,train,0
52357,train,0
52358,train,0
52359,train,3
52360,test,0
52361,train,3
52362,train,3
52363,train,0
52364,train,0
52365,test,0
52366,train,3
52367,train,2
52368,test,0
52369,train,2
52370,train,2
52371,train,2
52372,train,2
52373,train,0
52374,train,2
52375,train,3
52376,train,0
52377,test,2
52378,train,0
52379,train,3
52380,train,3
52381,train,2
52382,train,0
52383,train,0
52384,test,0
52385,train,0
52386,train,2
52387,test,0
52388,train,0
52389,train,0
52390,train,3
52391,test,0
52392,train,2
52393,train,0
52394,train,0
52395,train,2
52396,train,0
52397,train,0
52398,train,3
52399,train,2
52400,train,0
52401,train,3
52402,train,1
52403,train,0
52404,test,2
52405,test,0
52406,train,3
52407,train,3
52408,train,2
52409,train,0
52410,test,3
52411,train,2
52412,train,3
52413,train,3
52414,train,0
52415,train,0
52416,train,2
52417,train,3
52418,train,0
52419,train,0
52420,test,0
52421,train,0
52422,train,0
52423,train,0
52424,test,3
52425,train,0
52426,train,0
52427,train,2
52428,train,2
52429,train,3
52430,train,2
52431,train,0
52432,train,0
52433,train,3
52434,test,0
52435,test,0
52436,test,0
52437,train,0
52438,train,3
52439,test,0
52440,train,1
52441,test,0
52442,train,0
52443,train,3
52444,train,0
52445,train,0
52446,train,3
52447,train,3
52448,train,0
52449,train,0
52450,test,3
52451,train,0
52452,train,0
52453,train,0
52454,train,3
52455,train,0
52456,train,0
52457,train,2
52458,train,3
52459,train,0
52460,train,1
52461,train,3
52462,test,0
52463,train,0
52464,train,3
52465,train,3
52466,train,2
52467,train,0
52468,train,0
52469,train,2
52470,train,2
52471,train,0
52472,test,0
52473,test,0
52474,train,2
52475,test,0
52476,train,0
52477,train,0
52478,train,0
52479,test,0
52480,train,3
52481,train,2
52482,test,3
52483,train,3
52484,train,3
52485,train,2
52486,test,0
52487,train,0
52488,train,3
52489,train,2
52490,train,0
52491,train,0
52492,test,0
52493,train,3
52494,train,0
52495,train,2
52496,train,3
52497,train,0
52498,test,0
52499,test,0
52500,test,0
52501,test,0
52502,train,0
52503,train,0
52504,train,0
52505,train,0
52506,train,0
52507,train,2
52508,train,2
52509,train,2
52510,train,3
52511,train,3
52512,train,0
52513,train,2
52514,train,0
52515,test,2
52516,train,0
52517,test,0
52518,train,2
52519,train,0
52520,train,0
52521,test,0
52522,train,0
52523,test,2
52524,train,0
52525,test,1
52526,train,3
52527,train,0
52528,train,3
52529,train,0
52530,test,0
52531,test,0
52532,train,3
52533,train,0
52534,train,1
52535,train,0
52536,train,0
52537,train,3
52538,train,0
52539,train,0
52540,train,0
52541,train,1
52542,train,3
52543,train,2
52544,train,0
52545,test,0
52546,train,0
52547,train,0
52548,test,0
52549,test,0
52550,test,0
52551,test,0
52552,train,3
52553,train,3
52554,train,0
52555,train,2
52556,train,0
52557,train,3
52558,test,0
52559,train,0
52560,train,0
52561,test,0
52562,train,3
52563,train,2
52564,train,0
52565,train,3
52566,train,3
52567,test,0
52568,train,0
52569,test,0
52570,test,0
52571,test,0
52572,train,2
52573,train,2
52574,train,0
52575,train,0
52576,train,0
52577,train,0
52578,train,0
52579,train,0
52580,test,0
52581,train,0
52582,train,3
52583,train,0
52584,train,0
52585,train,0
52586,train,0
52587,test,0
52588,test,0
52589,train,0
52590,test,0
52591,test,3
52592,train,3
52593,train,3
52594,train,0
52595,train,2
52596,test,0
52597,train,0
52598,train,0
52599,train,2
52600,train,3
52601,train,2
52602,train,0
52603,train,0
52604,train,0
52605,train,0
52606,train,0
52607,train,3
52608,train,0
52609,train,0
52610,train,0
52611,test,0
52612,train,0
52613,train,0
52614,train,0
52615,train,0
52616,train,0
52617,test,0
52618,train,2
52619,train,3
52620,train,0
52621,train,0
52622,train,0
52623,train,0
52624,train,1
52625,train,0
52626,train,3
52627,train,0
52628,train,0
52629,train,0
52630,train,2
52631,train,0
52632,train,0
52633,train,0
52634,train,2
52635,test,0
52636,train,3
52637,train,0
52638,train,0
52639,train,0
52640,train,0
52641,train,0
52642,train,0
52643,train,3
52644,train,3
52645,train,2
52646,train,0
52647,train,0
52648,train,2
52649,train,0
52650,train,0
52651,test,0
52652,train,2
52653,test,0
52654,train,2
52655,train,0
52656,test,2
52657,train,2
52658,train,0
52659,train,0
52660,train,0
52661,train,0
52662,train,0
52663,train,3
52664,train,0
52665,test,3
52666,train,0
52667,test,0
52668,train,2
52669,train,0
52670,train,3
52671,train,0
52672,train,2
52673,test,0
52674,train,0
52675,train,3
52676,train,0
52677,test,2
52678,train,0
52679,train,0
52680,train,0
52681,train,0
52682,train,0
52683,test,0
52684,train,3
52685,train,0
52686,train,0
52687,train,2
52688,train,0
52689,train,3
52690,train,0
52691,train,0
52692,train,0
52693,train,0
52694,train,2
52695,train,0
52696,train,2
52697,test,3
52698,train,3
52699,train,3
52700,train,2
52701,train,0
52702,train,0
52703,train,0
52704,train,2
52705,train,0
52706,test,0
52707,train,0
52708,train,0
52709,train,0
52710,train,3
52711,train,0
52712,train,3
52713,test,0
52714,train,0
52715,train,0
52716,train,0
52717,test,0
52718,train,2
52719,train,0
52720,train,3
52721,test,0
52722,train,0
52723,test,2
52724,test,2
52725,train,0
52726,train,0
52727,train,0
52728,train,3
52729,train,0
52730,train,0
52731,train,1
52732,train,3
52733,train,0
52734,train,0
52735,train,3
52736,train,0
52737,train,0
52738,train,0
52739,train,0
52740,train,3
52741,train,2
52742,train,2
52743,test,0
52744,train,0
52745,train,0
52746,test,2
52747,train,2
52748,train,0
52749,test,2
52750,train,0
52751,train,0
52752,train,3
52753,train,0
52754,test,0
52755,train,1
52756,test,0
52757,train,0
52758,train,0
52759,test,0
52760,train,0
52761,train,0
52762,train,2
52763,train,3
52764,train,0
52765,train,2
52766,train,0
52767,train,0
52768,train,0
52769,test,3
52770,train,0
52771,train,3
52772,train,0
52773,test,0
52774,train,3
52775,train,0
52776,train,2
52777,train,0
52778,test,1
52779,train,0
52780,train,0
52781,train,0
52782,train,0
52783,train,0
52784,train,3
52785,train,0
52786,train,0
52787,test,3
52788,train,0
52789,train,0
52790,train,3
52791,train,0
52792,train,0
52793,train,3
52794,test,0
52795,train,0
52796,train,0
52797,train,0
52798,train,0
52799,train,0
52800,test,3
52801,train,0
52802,train,0
52803,train,2
52804,train,0
52805,train,0
52806,train,0
52807,train,3
52808,train,0
52809,train,0
52810,test,0
52811,test,0
52812,train,0
52813,train,0
52814,train,0
52815,test,0
52816,train,0
52817,train,0
52818,train,3
52819,train,0
52820,train,3
52821,test,0
52822,train,0
52823,train,0
52824,train,0
52825,train,0
52826,train,0
52827,train,0
52828,train,2
52829,train,0
52830,test,0
52831,train,2
52832,test,3
52833,train,0
52834,train,0
52835,train,0
52836,train,0
52837,test,2
52838,train,2
52839,train,2
52840,train,0
52841,train,0
52842,train,0
52843,train,0
52844,train,2
52845,train,0
52846,train,3
52847,train,3
52848,train,2
52849,train,0
52850,train,0
52851,train,2
52852,test,2
52853,train,0
52854,train,0
52855,train,0
52856,train,3
52857,train,3
52858,train,0
52859,train,0
52860,train,0
52861,train,0
52862,train,0
52863,train,0
52864,train,0
52865,train,0
52866,test,0
52867,train,2
52868,train,0
52869,train,3
52870,train,0
52871,train,0
52872,train,0
52873,train,0
52874,train,0
52875,test,2
52876,test,0
52877,test,0
52878,train,0
52879,test,0
52880,train,0
52881,train,0
52882,train,0
52883,test,0
52884,train,0
52885,test,0
52886,test,2
52887,test,0
52888,train,0
52889,test,2
52890,train,0
52891,test,3
52892,train,3
52893,test,3
52894,train,0
52895,train,0
52896,train,0
52897,train,2
52898,train,0
52899,test,0
52900,test,0
52901,test,0
52902,test,3
52903,test,2
52904,train,0
52905,train,0
52906,train,0
52907,train,2
52908,train,1
52909,train,1
52910,train,0
52911,train,0
52912,train,2
52913,train,2
52914,train,0
52915,train,0
52916,train,0
52917,train,2
52918,train,0
52919,train,2
52920,test,0
52921,test,3
52922,train,3
52923,train,0
52924,train,0
52925,train,2
52926,train,1
52927,train,0
52928,train,1
52929,test,0
52930,train,0
52931,train,3
52932,train,2
52933,train,0
52934,train,1
52935,train,0
52936,test,0
52937,train,0
52938,train,0
52939,test,0
52940,test,0
52941,train,2
52942,train,2
52943,train,0
52944,train,0
52945,train,0
52946,train,0
52947,train,2
52948,train,0
52949,train,0
52950,train,3
52951,test,3
52952,train,0
52953,train,3
52954,test,0
52955,train,0
52956,train,1
52957,train,3
52958,train,3
52959,train,1
52960,train,0
52961,train,0
52962,train,0
52963,train,0
52964,train,2
52965,train,0
52966,train,0
52967,test,0
52968,train,3
52969,train,0
52970,train,0
52971,test,0
52972,train,2
52973,train,0
52974,train,0
52975,train,0
52976,train,0
52977,train,0
52978,train,3
52979,train,3
52980,train,3
52981,train,0
52982,train,0
52983,train,0
52984,train,0
52985,train,0
52986,train,2
52987,train,2
52988,train,0
52989,train,3
52990,train,1
52991,test,0
52992,test,1
52993,train,0
52994,train,0
52995,test,0
52996,train,2
52997,train,3
52998,train,3
52999,train,0
53000,train,0
53001,test,0
53002,train,1
53003,train,2
53004,train,0
53005,train,0
53006,train,1
53007,test,2
53008,train,0
53009,train,0
53010,train,0
53011,train,3
53012,train,3
53013,train,3
53014,train,1
53015,train,0
53016,test,3
53017,test,0
53018,train,0
53019,train,0
53020,train,0
53021,train,3
53022,test,0
53023,train,2
53024,test,0
53025,train,0
53026,train,3
53027,train,0
53028,test,0
53029,train,0
53030,train,0
53031,train,0
53032,train,3
53033,test,0
53034,train,2
53035,test,0
53036,train,0
53037,train,0
53038,test,0
53039,test,1
53040,test,3
53041,test,2
53042,train,0
53043,train,1
53044,train,0
53045,train,0
53046,train,2
53047,train,2
53048,test,0
53049,test,0
53050,train,0
53051,test,2
53052,test,0
53053,test,2
53054,train,0
53055,test,2
53056,train,0
53057,train,0
53058,train,0
53059,test,3
53060,train,3
53061,train,0
53062,train,2
53063,train,0
53064,train,0
53065,train,3
53066,train,0
53067,train,0
53068,train,0
53069,train,3
53070,train,0
53071,test,3
53072,train,3
53073,train,0
53074,train,0
53075,train,0
53076,train,3
53077,train,0
53078,train,0
53079,train,3
53080,train,0
53081,train,3
53082,train,0
53083,train,0
53084,train,2
53085,train,0
53086,train,0
53087,train,0
53088,train,2
53089,train,2
53090,train,0
53091,train,3
53092,train,2
53093,train,2
53094,train,0
53095,train,1
53096,test,0
53097,train,3
53098,train,0
53099,train,0
53100,train,0
53101,train,3
53102,train,2
53103,train,0
53104,train,2
53105,train,2
53106,train,0
53107,train,0
53108,train,0
53109,train,3
53110,train,0
53111,test,0
53112,train,0
53113,train,0
53114,train,0
53115,train,0
53116,train,0
53117,train,3
53118,train,0
53119,train,3
53120,train,0
53121,train,2
53122,train,0
53123,train,2
53124,train,0
53125,train,3
53126,train,2
53127,test,0
53128,train,1
53129,train,0
53130,train,0
53131,train,0
53132,train,0
53133,train,3
53134,train,0
53135,train,3
53136,train,0
53137,train,0
53138,test,3
53139,train,0
53140,train,2
53141,train,2
53142,train,2
53143,test,3
53144,train,0
53145,train,0
53146,train,0
53147,train,0
53148,train,0
53149,train,3
53150,train,0
53151,train,0
53152,train,0
53153,test,0
53154,train,0
53155,train,0
53156,train,0
53157,train,3
53158,test,0
53159,train,0
53160,train,3
53161,test,2
53162,train,3
53163,train,1
53164,train,0
53165,train,2
53166,train,2
53167,train,0
53168,train,0
53169,test,0
53170,train,2
53171,test,0
53172,test,0
53173,test,0
53174,train,0
53175,train,0
53176,train,0
53177,test,2
53178,train,0
53179,train,0
53180,train,0
53181,train,3
53182,train,0
53183,train,0
53184,train,0
53185,train,0
53186,train,1
53187,test,3
53188,test,0
53189,train,3
53190,test,0
53191,train,0
53192,train,0
53193,train,0
53194,train,3
53195,test,3
53196,train,0
53197,train,3
53198,train,3
53199,train,3
53200,test,0
53201,test,0
53202,train,3
53203,train,0
53204,test,3
53205,train,0
53206,train,0
53207,train,0
53208,train,0
53209,train,0
53210,train,0
53211,train,0
53212,train,2
53213,train,0
53214,train,0
53215,train,0
53216,train,0
53217,train,0
53218,train,2
53219,train,0
53220,train,0
53221,train,0
53222,train,0
53223,train,2
53224,test,0
53225,train,2
53226,train,0
53227,test,3
53228,train,0
53229,train,0
53230,train,0
53231,train,2
53232,train,0
53233,train,0
53234,train,1
53235,train,0
53236,train,0
53237,train,1
53238,train,0
53239,test,0
53240,test,0
53241,train,0
53242,train,0
53243,train,0
53244,train,0
53245,train,0
53246,train,0
53247,train,2
53248,test,3
53249,train,0
53250,train,3
53251,test,0
53252,train,2
53253,train,0
53254,test,0
53255,train,0
53256,train,0
53257,train,0
53258,train,0
53259,train,0
53260,train,0
53261,test,3
53262,train,0
53263,train,0
53264,train,0
53265,train,0
53266,train,2
53267,test,0
53268,train,0
53269,train,0
53270,train,2
53271,train,0
53272,train,3
53273,train,2
53274,train,0
53275,train,0
53276,train,3
53277,train,2
53278,train,0
53279,test,0
53280,train,0
53281,train,0
53282,train,0
53283,train,0
53284,train,0
53285,train,0
53286,train,0
53287,train,0
53288,train,1
53289,train,0
53290,train,0
53291,train,1
53292,test,0
53293,train,3
53294,train,0
53295,train,0
53296,train,2
53297,test,0
53298,train,0
53299,train,0
53300,train,0
53301,train,3
53302,train,0
53303,train,0
53304,train,0
53305,train,0
53306,train,2
53307,train,0
53308,test,0
53309,train,0
53310,train,2
53311,train,0
53312,train,0
53313,train,0
53314,train,0
53315,train,0
53316,train,0
53317,train,2
53318,train,0
53319,train,0
53320,train,2
53321,test,3
53322,test,2
53323,train,3
53324,train,3
53325,test,0
53326,train,0
53327,train,3
53328,train,0
53329,train,0
53330,train,0
53331,train,3
53332,test,0
